bg,eq_BG,CGM_glucose,running_temp,rate,IOB,unsafe_action_reason
90,95,90.0,0,1.65,-0.1,Null
90,88,90,1.65,1.65,0.05,Null
90,83,90,1.65,1.65,0.15,Null
90,79,90,1.65,1.65,0.249,Null
90,78,90,1.65,1.65,0.298,Null
90,73,89.99557326322842,1.65,1.65,0.394,Null
89.98,71,89.97924601450732,1.65,1.65,0.44,Null
89.94,68,89.94160329447213,1.65,1.65,0.533,Null
89.87,64,89.87217338506325,1.65,1.65,0.625,Null
89.76,60,89.76013436013794,1.65,1.65,0.714,Null
89.59,59,89.59487726707339,1.65,1.65,0.751,Null
89.37,55,89.36645233506015,1.65,1.65,0.836,Null
89.07,51,89.06591789378857,1.65,1.65,0.918,Null
88.69,50,88.68560646411399,1.65,1.65,0.948,Null
88.22,46,88.21931865071144,1.65,1.65,1.025,Null
87.66,42,87.66245283788568,1.65,1.65,1.1,Null
87.01,41,87.01207704419083,1.65,1.65,1.122,Null
86.27,37,86.26694840865919,1.65,1.65,1.192,Null
85.43,35,85.42748545480173,1.65,1.65,1.209,Null
84.5,31,84.49569832357166,1.65,1.65,1.271,Null
83.48,27,83.4750824241303,1.65,1.65,1.333,Null
82.37,25,82.37048128952719,1.65,1.65,1.393,Null
81.19,23,81.18792473872853,1.65,1.65,1.4,Null
79.93,19,79.93444865916777,1.65,1.65,1.455,Null
78.62,16,78.61790278321288,1.65,1.65,1.508,Null
77.25,15,77.24675270941788,1.65,1.65,1.502,Null
75.83,12,75.82988210791734,1.65,1.65,1.55,Null
74.38,9,74.37640055927284,1.65,1.65,1.597,Null
72.9,7,72.89546183183766,1.65,1.65,1.591,Null
71.4,5,71.39609663852532,1.65,1.65,1.633,Null
69.89,2,69.8870630699137,1.65,1.65,1.674,Null
68.38,2,68.37671701921951,1.65,1.65,1.663,Null
66.87,-2,66.87290403701569,1.65,1.65,1.7,Null
65.38,-1,65.38287321696039,1.65,1.65,1.685,Null
63.91,-4,63.91321294970968,1.65,1.65,1.719,Null
