bg,eq_BG,CGM_glucose,running_temp,rate,IOB,unsafe_action_reason
60,65,60.0,0,0,-0.1,Null
60,67,60,0,0,-0.149,Null
60,69,60,0,0,-0.198,Null
60,70,60,0,0,-0.246,Null
60,74,60,0,0,-0.343,Null
60,76,60.002380866610956,0,0,-0.388,Null
60.01,77,60.01107709900481,0,0,-0.433,Null
60.03,79,60.030937667477104,0,0,-0.475,Null
60.07,80,60.067242628437434,0,0,-0.516,Null
60.13,84,60.12534808704155,0,0,-0.605,Null
60.21,86,60.210435650321834,0,0,-0.643,Null
60.33,87,60.32734550596715,0,0,-0.679,Null
60.48,89,60.480475005686365,0,0,-0.713,Null
60.67,90,60.67372724245581,0,0,-0.745,Null
60.91,91,60.91049659447321,0,0,-0.775,Null
61.19,95,61.19368052815721,0,0,-0.854,Null
61.53,96,61.525709063455636,0,0,-0.881,Null
61.91,98,61.90858517285013,0,0,-0.906,Null
62.34,98,62.3439309933649,0,0,-0.929,Null
62.83,100,62.8330360779964,0,0,-0.95,Null
63.38,101,63.376905012341034,0,0,-0.97,Null
63.98,102,63.976302596351616,0,0,-0.988,Null
64.63,106,64.6317954680416,0,0,-1.054,Null
65.34,107,65.34378955552587,0,0,-1.07,Null
66.11,109,66.11256311546957,0,0,-1.082,Null
66.94,110,66.93829537706175,0,0,-1.095,Null
67.82,112,67.82109098515389,0,0,-1.105,Null
68.76,115,68.76100054478925,0,0,-1.165,Null
69.76,117,69.75803762903861,0,0,-1.173,Null
70.81,118,70.81219263658014,0,0,-1.18,Null
71.92,119,71.92344388560811,0,0,-1.185,Null
73.09,121,73.09176631470379,0,0,-1.189,Null
74.32,122,74.31713813545136,0,0,-1.193,Null
75.6,126,75.59954575035295,0,0.7,-1.246,Null
76.94,123,76.93898721619054,0.7,0.7,-1.147,Null
78.34,122,78.33547449958364,0.7,0.7,-1.098,Null
79.79,122,79.78903473952083,0.7,0.7,-1.048,Null
81.3,121,81.29715029494623,0.7,0.7,-0.999,Null
82.86,121,82.85534449943029,0.7,0.7,-0.951,Null
84.46,121,84.45764504925327,0.7,0.7,-0.903,Null
86.1,121,86.09695232702138,0.7,0.7,-0.855,Null
87.77,121,87.76533492805643,0.7,0.85,-0.809,row_28
89.45,119,89.45427001074714,0.85,0.8,-0.712,Null
91.15,119,91.15484207009806,0.8,0.8,-0.668,Null
92.86,120,92.8579103905736,0.8,0.8,-0.625,Null
94.55,120,94.55361420897377,0.8,0.9,-0.584,row_28
96.23,118,96.2318562620096,0.9,0.85,-0.494,Null
97.88,118,97.88248582866237,0.85,0.85,-0.454,Null
99.5,119,99.49546036891167,0.85,0.85,-0.41,Null
101.06,117,101.06053318495005,0.85,0.9,-0.327,row_28
102.57,117,102.56771790349642,0.9,0.85,-0.296,Null
104.01,114,104.0074397057775,0.85,0.8,-0.141,Null
105.37,115,105.37066870719596,0.8,0.8,-0.125,Null
106.65,116,106.64879478214418,0.8,0.8,-0.111,Null
107.83,116,107.83403048804932,0.8,0.9,-0.098,row_28
108.92,113,108.91973244835165,0.9,0.9,-0.035,Null
109.9,114,109.90039780660356,0.9,0.9,-0.024,Null
110.77,112,110.77165262619789,0.9,0.75,0.036,Null
110.77,109,110.77165262619789,0.75,0.6,0.045,Null
110.77,115,110.77165262619789,0.6,0.6,-0.047,Null
110.77,114,110.77165262619789,0.6,0.6,-0.039,Null
110.77,112,110.77165262619789,0.6,0.7,-0.032,row_34
110.77,111,110.77165262619789,0.7,0.7,-0.026,Null
113.6,124,113.59545567687773,0.7,1.25,-0.02,row_28
113.65,112,113.6508954895472,1.25,0.7,0.085,Null
113.6,113,113.59670137183002,0.7,0.7,0.04,Null
113.44,113,113.4379465328876,0.7,0.7,0.044,Null
112.82,113,112.82033482581116,0,0.85,0,Null
112.37,110,112.3716531808861,0.85,0.85,0.05,Null
111.84,110,111.83813923770639,0.85,0.85,0.05,Null
111.23,107,111.23052006364213,0.85,0.45,0.099,Null
110.56,108,110.55800048522356,0.45,0.5,-0.002,Null
109.83,106,109.82853661102867,0.5,0.35,-0.003,Null
109.05,105,109.049066073051,0.35,0.25,-0.004,Null
108.23,107,108.22769912349301,0.25,0.45,-0.054,Null
107.37,108,107.37295678592733,0.45,0.5,-0.104,Null
106.49,106,106.49417954918076,0.5,0.35,-0.104,Null
105.6,105,105.60150695797306,0.35,0.25,-0.104,Null
104.7,106,104.70434756167833,0.25,0.35,-0.153,Null
103.81,107,103.81104033490314,0.35,0.45,-0.201,Null
102.93,108,102.92959541647222,0.45,0.5,-0.249,Null
102.07,107,102.06796556705007,0.5,0.45,-0.245,Null
101.23,106,101.23328176983232,0.45,0.35,-0.242,Null
100.43,105,100.43134174141814,0.35,0.25,-0.237,Null
99.67,105,99.66652768795376,0.25,0.25,-0.282,Null
98.94,107,98.94225354563319,0.25,0.45,-0.326,Null
98.26,108,98.2615330599745,0.45,0.5,-0.368,Null
97.63,107,97.62738439246557,0.5,0.45,-0.36,Null
97.04,106,97.04265969480305,0.45,0.35,-0.352,Null
96.51,106,96.50903975253517,0.35,0.35,-0.343,Null
96.03,107,96.02703592180492,0.35,0.45,-0.383,Null
95.6,106,95.59647180936116,0.45,0.35,-0.372,Null
95.22,105,95.21706392246337,0.35,0.25,-0.361,Null
94.89,107,94.8883980423365,0.25,0.45,-0.399,Null
94.61,108,94.60948314139942,0.45,0.5,-0.436,Null
94.38,107,94.37932303775968,0.5,0.45,-0.423,Null
94.2,107,94.19732346407848,0.45,0.45,-0.41,Null
94.06,107,94.0622757783544,0.45,0.45,-0.395,Null
93.97,108,93.97229884124738,0.45,0.5,-0.43,Null
93.93,108,93.92524894954607,0.5,0.5,-0.415,Null
93.92,107,93.91880744236971,0.5,0.45,-0.4,Null
93.95,108,93.9505502697967,0.45,0.5,-0.434,Null
94.02,108,94.01778743845838,0.5,0.5,-0.417,Null
94.12,108,94.1176713528465,0.5,0.5,-0.401,Null
94.25,110,94.24749702064715,0.5,0.7,-0.434,Null
94.4,107,94.40448621493307,0.7,0.45,-0.367,Null
94.59,109,94.58585065477111,0.45,0.6,-0.4,Null
94.79,108,94.78884029950564,0.6,0.5,-0.384,Null
95.01,109,95.00991061663646,0.5,0.6,-0.367,row_28
95.25,108,95.24609581337404,0.6,0.5,-0.35,Null
95.49,108,95.49425645684202,0.5,0.5,-0.334,Null
95.75,107,95.75162907609301,0.5,0.45,-0.318,Null
96.02,109,96.01534509496211,0.45,0.6,-0.351,Null
96.28,108,96.28296299074002,0.6,0.5,-0.336,Null
96.55,108,96.55241017212774,0.5,0.5,-0.32,Null
96.82,108,96.82215436684419,0.5,0.5,-0.306,Null
97.09,109,97.0904299851799,0.5,0.6,-0.34,Null
97.36,109,97.35578893604256,0.6,0.6,-0.325,Null
97.62,109,97.61705370444322,0.6,0.6,-0.309,Null
97.87,108,97.87327717731587,0.6,0.5,-0.294,Null
98.12,110,98.12325953585498,0.5,0.7,-0.327,Null
98.37,108,98.36565036943064,0.7,0.5,-0.26,Null
98.6,110,98.59902982563156,0.5,0.7,-0.296,Null
98.82,107,98.82242436474094,0.7,0.45,-0.233,Null
99.03,109,99.03431698972624,0.45,0.6,-0.268,Null
99.23,109,99.23375191064272,0.6,0.6,-0.253,Null
99.42,108,99.41931400738596,0.6,0.5,-0.239,Null
99.59,108,99.59044456020307,0.5,0.5,-0.228,Null
99.75,108,99.74655932909131,0.5,0.5,-0.217,Null
99.89,109,99.8870887773063,0.5,0.6,-0.255,Null
100.01,109,100.01196650289668,0.6,0.6,-0.242,Null
