bg,eq_BG,CGM_glucose,running_temp,rate,IOB,unsafe_action_reason
224,1033,90.0,0,2.1,-0.1,Null
224,220,90,2.1,2.1,0.1,Null
224,215,90,2.1,2.1,0.2,Null
224,209,90,2.1,2.1,0.349,Null
224,205,90,2.1,2.1,0.446,Null
223.99,202,89.99371664427395,2.1,2.1,0.541,Null
223.97,197,89.97054206689296,2.1,2.1,0.634,Null
223.92,192,89.91711694179847,2.1,2.1,0.775,Null
223.82,188,89.81859545274484,2.1,2.1,0.862,Null
223.66,182,89.65966628046185,2.1,2.1,0.997,Null
223.43,179,89.42537905461415,2.1,2.1,1.078,Null
223.1,175,89.1018123781022,2.1,2.1,1.156,Null
222.68,172,88.67660851411333,2.1,2.1,1.231,Null
222.14,166,88.13939141241761,2.1,2,1.353,Null
221.48,163,87.48207883861325,2,1.85,1.421,Null
220.7,159,86.69909567009157,1.85,1.75,1.485,Null
219.79,157,85.78749356616511,1.75,1.7,1.496,Null
218.75,155,84.74737508252049,1.7,1.6,1.553,Null
217.58,151,83.58227628143544,1.6,1.5,1.607,Null
216.3,148,82.29907384804055,1.5,1.4,1.659,Null
214.91,146,80.90754027585675,1.4,1.4,1.657,Null
213.42,145,79.42003196547266,1.4,1.4,1.654,Null
211.85,144,77.85106554822536,1.4,1.4,1.647,Null
210.22,143,76.21681819316395,1.4,1.4,1.638,Null
208.53,141,74.53423774794256,1.4,1.45,1.628,row_38
206.82,139,72.82030409514665,1.45,1.35,1.666,row_38
205.09,140,71.09143649022386,1.35,1.35,1.603,row_38
203.36,139,69.36303835076204,1.35,1.35,1.588,row_38
201.65,139,67.64900898953364,1.35,1.55,1.573,row_38
199.96,136,65.96190861716553,1.55,1.25,1.606,row_38
198.31,135,64.31275018058729,1.25,1.25,1.588,row_38
196.71,135,62.71089329579778,1.25,1.55,1.571,row_38
195.16,134,61.16344650964421,1.55,1.2,1.553,row_38
193.68,136,59.676417005090215,1.2,1.6,1.485,row_38
192.25,134,58.2546050016103,1.6,1.2,1.516,row_38
190.9,134,56.90078002990777,1.2,1.45,1.497,row_38
189.62,132,55.61700456833804,1.45,1.2,1.528,row_38
188.4,134,54.403540366048226,1.2,1.5,1.458,row_38
187.26,132,53.26030855300646,1.5,1.2,1.489,row_38
186.19,134,52.18619301747197,1.2,1.5,1.42,row_38
185.18,132,51.179889439355605,1.5,1.25,1.451,row_38
184.24,133,50.23913797612588,1.25,1.25,1.432,row_38
183.36,133,49.36171421387215,1.25,1.25,1.414,row_38
182.54,133,48.54467369758353,1.25,1.65,1.396,row_38
181.79,133,47.78517604691211,1.65,1.05,1.379,row_38
181.08,134,47.08044073385663,1.05,1.6,1.362,row_38
180.43,132,46.4277245934454,1.6,1.1,1.396,row_38
179.82,132,45.82346287769614,1.1,1.55,1.38,row_38
179.26,130,45.264908191373344,1.55,1.05,1.378,row_38
178.75,133,44.74871030274529,1.05,1.55,1.316,row_38
178.27,130,44.272241866226246,1.55,1.05,1.353,row_38
177.83,134,43.83245500404064,1.05,1.55,1.292,row_38
177.43,132,43.42711544889315,1.55,1.1,1.331,row_38
177.05,134,43.05353778786657,1.1,1.6,1.269,row_38
176.71,132,42.70980461509261,1.6,1.1,1.272,row_38
176.39,132,42.393531737268134,1.1,1.5,1.266,row_38
176.1,130,42.10297408148586,1.5,1.15,1.31,row_38
175.84,132,41.83585526625136,1.15,1.5,1.254,row_38
175.59,131,41.59058504059406,1.5,1.15,1.297,row_38
175.37,134,41.3652772153894,1.15,1.55,1.24,row_38
175.16,132,41.15857262158139,1.55,1.1,1.279,row_38
174.97,134,40.96881382930363,1.1,1.55,1.219,row_38
174.79,132,40.79485712087219,1.55,1.1,1.26,row_38
174.64,135,40.6351605330582,1.1,1.6,1.201,row_38
174.49,133,40.48881275151464,1.6,1.1,1.243,row_38
174.35,133,40.35448622448977,1.1,1.5,1.235,row_38
